Año;Departamento;CUI;Proyecto;PIA;PIM;Certificación;CompromisoAnual;AtencióndeCompromisoMensual;Devengado;Girado
2021;LIMA;2320869;2320869: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA LOCALIDAD DE PARAMONGA, DISTRITO DE PARAMONGA - BARRANCA - LIMA;0.00;350683.00;270203.00;270203.00;270203.00;266669.00;266669.00
2021;LIMA;2321600;2321600: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL, DISTRITO DE ZUNIGA - CANETE - LIMA;0.00;250000.00;249876.00;0.00;0.00;0.00;0.00
2021;PIURA;2322044;2322044: AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LOBITOS, DISTRITO DE LOBITOS - TALARA - PIURA;300000.00;300000.00;0.00;0.00;0.00;0.00;0.00
2021;CUSCO;2323768;2323768: MEJORAMIENTO DEL SERVICIO DEL SISTEMA DE VIGILANCIA INTERACTIVO Y COMUNITARIO EN ZONAS CRITICAS DEL, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO;0.00;39786.00;39346.00;39332.00;39332.00;39332.00;39332.00
2021;LIMA;2326725;2326725: MEJORAMIENTO DE LA CAPACIDAD DE SERVICIO DE SEGURIDAD CIUDADANA EN ASIA, DISTRITO DE ASIA - CANETE - LIMA;1821773.00;934716.00;923237.00;835863.00;835863.00;835863.00;835863.00
2021;PIURA;2327417;2327417: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA CIUDAD DE LAS LOMAS, DISTRITO DE LAS LOMAS - PIURA - PIURA;0.00;2942274.00;2942274.00;0.00;0.00;0.00;0.00
2021;CUSCO;2328128;2328128: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE ANTA, PROVINCIA DE ANTA - CUSCO;721200.00;707648.00;706547.00;704344.00;694479.00;694476.00;694476.00
2021;PIURA;2330120;2330120: CREACION DEL SERVICIO DE VIDEOVIGILANCIA Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA BELLAVISTA, DISTRITO DE BELLAVISTA - SULLANA - PIURA;0.00;1909301.00;1909300.00;1909300.00;1909300.00;1909300.00;1909300.00
2021;HUANCAVELICA;2331613;2331613: MEJORAMIENTO DE LA INFRAESTRUCTURA DE LA COMISARIA DE LA LOCALIDAD DE TINTAY PUNCU, DISTRITO DE TINTAY PUNCU - TAYACAJA - HUANCAVELICA;0.00;137187.00;134416.00;134416.00;134416.00;134416.00;134416.00
2021;PASCO;2331822;2331822: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL DISTRITO DE VILCABAMBA - DANIEL ALCIDES CARRION - PASCO;0.00;836596.00;836595.00;836595.00;836595.00;836595.00;836595.00
2021;LIMA;2333893;2333893: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE HUARAL, PROVINCIA DE HUARAL - LIMA;0.00;8014.00;8000.00;0.00;0.00;0.00;0.00
2021;CAJAMARCA;2336059;2336059: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SEGURIDAD CIUDADANA EN LA CIUDAD DE CUTERVO, DISTRITO CUTERVO, PROVINCIA DE CUTERVO - CAJAMARCA;0.00;1754901.00;1695458.00;1674593.00;1674593.00;1674593.00;1674593.00
2021;CUSCO;2338683;2338683: MEJORAMIENTO, AMPLIACION DE LA PRESTACION DEL SERVICIO DE SEGURIDAD CIUDADANA Y SERENAZGO EN EL, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO;3500000.00;6657835.00;6610479.00;6444523.00;6439390.00;6406644.00;6400657.00
2021;ANCASH;2339029;2339029: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL, DISTRITO DE SAN MARCOS - HUARI - ANCASH;0.00;100992.00;100992.00;100992.00;100992.00;100992.00;100992.00
2021;AREQUIPA;2340646;2340646: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA DEL, DISTRITO DE ALTO SELVA ALEGRE - AREQUIPA - AREQUIPA;0.00;1070454.00;1070453.00;1070453.00;1070453.00;1070453.00;1070453.00
2021;ICA;2341087;2341087: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA MEDIANTE VIDEO VIGILANCIA EN EL, DISTRITO DE MARCONA - NASCA - ICA;0.00;7067.00;7066.00;7066.00;7066.00;7066.00;7066.00
2021;PASCO;2343368;2343368: AMPLIACION, MEJORAMIENTO DEL SERVICIO INTEGRAL DE SEGURIDAD CIUDADANA EN EL DISTRITO DE YANAHUANCA, PROVINCIA DE DANIEL ALCIDES CARRION - PASCO;0.00;2936544.00;2936544.00;2936544.00;2690437.00;2690437.00;2690437.00
2021;LAMBAYEQUE;2344159;2344159: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE CHICLAYO, PROVINCIA DE CHICLAYO - LAMBAYEQUE;0.00;206800.00;206800.00;41360.00;41360.00;41360.00;41360.00
2021;SAN MARTIN;2344462;2344462: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA CIUDAD DE RIOJA, PROVINCIA DE RIOJA - SAN MARTIN;0.00;2161353.00;2161353.00;2161353.00;2158938.00;2158938.00;2158938.00
2021;JUNIN;2344564;2344564: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA ZONA URBANA - MAZAMARI, DISTRITO DE MAZAMARI - SATIPO - JUNIN;0.00;3875740.00;3875739.00;3875739.00;2578311.00;2578311.00;2578311.00
2021;PIURA;2344584;2344584: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DEL DISTRITO DE PARIÑAS, PROVINCIA DE TALARA - PIURA;0.00;284121.00;277492.00;0.00;0.00;0.00;0.00
2021;JUNIN;2346465;2346465: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL - DISTRITO DE CHANCHAMAYO - PROVINCIA DE CHANCHAMAYO - REGION JUNIN;0.00;70000.00;70000.00;70000.00;70000.00;0.00;0.00
2021;TACNA;2349989;2349989: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DISTRITO DE ALTO DE LA ALIANZA - PROVINCIA DE TACNA - REGION TACNA;571544.00;5000138.00;4732956.00;1805656.00;1704892.00;1704892.00;1704892.00
2021;TACNA;2351945;2351945: MEJORAMIENTO SERVICIO DE SEGURIDAD CIUDADANA EN LA ZONA URBANA Y RURAL, DISTRITO DE CALANA - TACNA - TACNA;0.00;4000.00;4000.00;4000.00;4000.00;4000.00;4000.00
2021;TACNA;2352971;2352971: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA PARA LA PREVENCION DE DELITOS EN EL DISTRITO DE TARATA, PROVINCIA DE TARATA - TACNA;0.00;5000.00;5000.00;5000.00;5000.00;0.00;0.00
2021;CUSCO;2353057;2353057: MEJORAMIENTO DEL SALON DE USOS MULTIPLES EN LA COMUNIDAD DE PAMPA PHALLA, DISTRITO DE SICUANI - PROVINCIA DE CANCHIS - REGION CUSCO;0.00;6500.00;0.00;0.00;0.00;0.00;0.00
2021;HUANCAVELICA;2353408;2353408: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SEGURIDAD CIUDADANA DEL DISTRITO DE ACOBAMBA, PROVINCIA DE ACOBAMBA - HUANCAVELICA;0.00;5065517.00;5065515.00;5065515.00;5065515.00;5065515.00;5065515.00
2021;SAN MARTIN;2355629;2355629: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA LOCALIDAD DE SHATOJA, DISTRITO DE SHATOJA - PROVINCIA DE EL DORADO - DEPARTAMENTO DE SAN MARTIN;30000.00;30000.00;30000.00;30000.00;30000.00;30000.00;30000.00
2021;CUSCO;2356420;2356420: MEJORAMIENTO DE LOS SERVICIOS DE COMITES DE VIGILANCIA, SEGURIDAD VECINAL Y RONDAS CAMPESINAS EN EL DISTRITO DE QUIQUIJANA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;10000.00;14000.00;8000.00;8000.00;8000.00;8000.00;8000.00
2021;LIMA;2361634;2361634: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DEL, DISTRITO DE COMAS - LIMA - LIMA;0.00;3391275.00;3384241.00;3374585.00;3364585.00;3299366.00;3299366.00
2021;LIMA;2369706;2369706: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL, DISTRITO DE LOS OLIVOS - LIMA - LIMA;0.00;4544012.00;4531368.00;4531368.00;4531368.00;4531368.00;4531368.00
2021;CUSCO;2370479;2370479: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA Y COMUNAL EN LIMATAMBO DEL DISTRITO DE LIMATAMBO - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO;120000.00;63583.00;55582.00;55582.00;55582.00;55582.00;55582.00
2021;LORETO;2370853;2370853: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE SAN JUAN BAUTISTA - PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO;0.00;781750.00;781749.00;781749.00;781749.00;781749.00;781749.00
2021;CUSCO;2370905;2370905: MEJORAMIENTO DEL SERVICIO DE VIGILANCIA DE LAS JUNTAS VECINALES Y RONDAS CAMPESINAS DEL DISTRITO DE HUANOQUITE - PROVINCIA DE PARURO - DEPARTAMENTO DE CUSCO;100000.00;234010.00;202857.00;202857.00;197308.00;193675.00;193675.00
2021;LIMA;2373400;2373400: AMPLIACION DEL SERVICIO DE VIDEO VIGILANCIA EN ZONAS CRITICAS DEL DISTRITO, CENTRO POBLADO DE SAN FRANCISCO DE BORJA - DISTRITO DE SAN BORJA - PROVINCIA DE LIMA - REGION LIMA;0.00;3300.00;3300.00;3300.00;3300.00;3300.00;3300.00
2021;LIMA;2376771;2376771: MEJORAMIENTO DE LOS SERVICIOS DE SEGURIDAD CUDADANA EN EL, DISTRITO DE SAN LUIS - CANETE - LIMA;0.00;278257.00;262817.00;262817.00;262817.00;262817.00;262817.00
2021;CUSCO;2377548;2377548: MEJORAMIENTO DE LAS CAPACIDADES DE LAS RONDAS CAMPESINAS DE CHECACUPE, DISTRITO DE CHECACUPE - CANCHIS - CUSCO;0.00;9000.00;9000.00;9000.00;9000.00;9000.00;9000.00
2021;LIMA;2381039;2381039: AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE SAN MIGUEL, LIMA-LIMA;0.00;1009300.00;1009300.00;0.00;0.00;0.00;0.00
2021;APURIMAC;2381287;2381287: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD VECINAL Y COMUNAL EN EL DISTRITO DE CHALLHUAHUACHO - COTABAMBAS - APURIMAC;0.00;339324.00;339323.00;339323.00;339323.00;321895.00;321895.00
2021;ANCASH;2396154;2396154: CREACION DEL SISTEMA DE CAMARAS DE VIGILANCIA DE LOCALIDAD DE CHASQUITAMBO DEL DISTRITO DE COLQUIOC - PROVINCIA DE BOLOGNESI - DEPARTAMENTO DE ANCASH;0.00;131971.00;131969.00;0.00;0.00;0.00;0.00
2021;ANCASH;2396793;2396793: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE NUEVO CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH;6899374.00;9042528.00;9020652.00;250000.00;250000.00;250000.00;250000.00
2021;HUANUCO;2398057;2398057: MEJORAMIENTO DEL SERVICIO POLICIAL EN EL MARCO DE LA IMPLEMENTACION DEL NUEVO CODIGO PROCESAL PENAL DE LAS UNIDADES ESPECIALIZADAS DE LA PROVINCIA DE HUANUCO - HUANUCO;0.00;10400.00;0.00;0.00;0.00;0.00;0.00
2021;LIMA;2398544;2398544: CREACION DEL SERVICIO DE PROTECCION A TRAVES DE MURO PERIMETRICO, TORREONES Y SISTEMA DE VIDEO VIGILANCIA EN LA AV. ESPERANZA TRAMO QUE UNE EL EX FUNDO BARBADILLO CON VALLE AMAUTA, EN LA SEDE DE LA DINOES CENTRO POBLADO DE VITARTE - DISTRITO DE ATE - PROVINCIA DE LIMA - REGION LIMA;0.00;378911.00;378910.00;378910.00;378910.00;378910.00;378910.00
2021;ICA;2399545;2399545: CREACION DEL SISTEMA DE VIDEO VIGILANCIA EN EL DISTRITO DE PISCO - PROVINCIA DE PISCO - REGION ICA;4345127.00;615933.00;0.00;0.00;0.00;0.00;0.00
2021;LIMA;2402904;2402904: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE ATE, CENTRO POBLADO DE VITARTE - DISTRITO DE ATE - PROVINCIA DE LIMA - REGION LIMA;0.00;26550.00;26550.00;26550.00;26550.00;26550.00;26550.00
2021;ICA;2403531;2403531: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LOS CENTROS POBLADOS DE SAN JUAN BAUTISTA - DISTRITO DE SAN JUAN BAUTISTA - PROVINCIA DE ICA - REGION ICA;0.00;13520.00;0.00;0.00;0.00;0.00;0.00
2021;ANCASH;2407728;2407728: MEJORAMIENTO Y AMPLIACION DE LA COBERTURA DEL SERVICIO DE SEGURIDAD CIUDADANA, DISTRITO DE CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH;0.00;543955.00;0.00;0.00;0.00;0.00;0.00
2021;TUMBES;2412843;2412843: MEJORAMIENTO ADECUADO SERVICIO DE LA SEGURIDAD CIUDADANA PARA TODOS LOS CASERIOS - DISTRITO DE SAN JUAN DE LA VIRGEN - PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES;70000.00;270660.00;270660.00;159082.00;159082.00;156469.00;156469.00
2021;CUSCO;2417438;2417438: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL AMBITO DEL DISTRITO DE VILLA KINTIARINA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;0.00;432000.00;431956.00;431956.00;431956.00;430696.00;430696.00
2021;CUSCO;2418242;2418242: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE SAN PABLO - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO;120000.00;151000.00;143169.00;143169.00;143169.00;143169.00;143169.00
2021;PASCO;2425264;2425264: MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DE LA OFICINA DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD DEL DISTRITO DE NINACACA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO;57622.00;0.00;0.00;0.00;0.00;0.00;0.00
2021;CALLAO;2425412;"2425412: REPARACION DE MODULO DE CONTROL DE SEGURIDAD; EN EL(LA) LOCAL DE SERENAZGO A.H. VILLA EMILIA DISTRITO DE MI PERU, PROVINCIA CALLAO, DEPARTAMENTO CALLAO";0.00;2700.00;2700.00;2700.00;2700.00;2700.00;2700.00
2021;AREQUIPA;2428570;2428570: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA, DISTRITO DE SACHACA - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA;0.00;42569.00;42569.00;42481.00;42481.00;42481.00;42481.00
2021;APURIMAC;2432364;2432364: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA DISTRITO DE COCHARCAS - PROVINCIA DE CHINCHEROS - DEPARTAMENTO DE APURIMAC;118310.00;0.00;0.00;0.00;0.00;0.00;0.00
2021;CUSCO;2436831;2436831: MEJORAMIENTO DEL SERVICIO DE VIGILANCIA Y MONITOREO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE POMACANCHI - PROVINCIA DE ACOMAYO - DEPARTAMENTO DE CUSCO;100000.00;100000.00;72272.00;72272.00;72272.00;72272.00;72272.00
2021;CUSCO;2437039;2437039: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL AMBITO URBANO Y RURAL DEL DISTRITO DE TUPAC AMARU - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO;60000.00;114154.00;113912.00;113912.00;113912.00;113912.00;113912.00
2021;JUNIN;2437356;"2437356: ADQUISICION DE CAMARAS DE SEGURIDAD, RADIOCOMUNICACIONES VHF AA - ACC, RADIOS, UNIDADES DE SUMINISTRO DE ENERGIA, TORRE O SOPORTE PARA TELECOMUNICACIONES, POSTES DE CEMENTO O CONCRETO, CAMIONETA Y EQUIPO PARA PROTECCION; REMODELACION DE CENTRO DE GESTION Y MONITOREO; REPARACION DE CAMIONETA Y MOTOCICLETAS; EN EL(LA) SERVICIO DE SEGURIDAD CIUDADANA DISTRITO DE MOROCOCHA, PROVINCIA YAULI, DEPARTAMENTO JUNIN";0.00;29500.00;14500.00;14500.00;14500.00;14500.00;14500.00
2021;LA LIBERTAD;2437730;2437730: AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA LA ESPERANZA DEL DISTRITO DE LA ESPERANZA - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD;1023984.00;11141532.00;11141532.00;7493882.00;7439382.00;7439382.00;7439382.00
2021;CUSCO;2438294;2438294: MEJORAMIENTO Y AMPLIACION DE LA PRESTACION DEL SERVICIO DE SEGURIDAD CIUDADANA CUENCA DE VILCABAMBA Y CUENCA DE SAN MIGUEL DEL DISTRITO DE VILCABAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;700000.00;852251.00;828115.00;828115.00;828115.00;828115.00;828115.00
2021;CUSCO;2438533;2438533: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA URBANO Y RURAL EN EL DISTRITO DE LUCRE - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;300336.00;407498.00;404498.00;404498.00;404498.00;404498.00;404498.00
2021;AYACUCHO;2438776;2438776: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE LLOCHEGUA - PROVINCIA DE HUANTA - DEPARTAMENTO DE AYACUCHO;100000.00;2660671.00;2659095.00;2429571.00;2399120.00;2399120.00;2399120.00
2021;LIMA;2438806;2438806: MEJORAMIENTO DE LOS SERVICIOS DE SEGURIDAD CIUDADANA EN LA CIUDAD DE OYON, DISTRITO DE OYON - PROVINCIA DE OYON - DEPARTAMENTO DE LIMA;0.00;429353.00;429352.00;428522.00;428358.00;423358.00;423358.00
2021;CUSCO;2439133;2439133: AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL AMBITO URBANO Y RURAL DISTRITO DE MARANGANI - PROVINCIA DE CANCHIS - DEPARTAMENTO DE CUSCO;250000.00;368495.00;365888.00;350138.00;350138.00;350138.00;350138.00
2021;SAN MARTIN;2439509;2439509: CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE JEPELACIO - PROVINCIA DE MOYOBAMBA - DEPARTAMENTO DE SAN MARTIN;87261.00;130544.00;130543.00;130534.00;130534.00;130534.00;130534.00
2021;HUANCAVELICA;2439937;2439937: CREACION DEL SERVICIO DE SEGURIDAD CIUDADANA DEL DISTRITO DE LA MERCED - PROVINCIA DE CHURCAMPA - DEPARTAMENTO DE HUANCAVELICA;0.00;744461.00;740531.00;735822.00;735822.00;735822.00;735822.00
2021;CUSCO;2440230;2440230: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE MARCAPATA - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO;350000.00;520000.00;412625.00;363455.00;328755.00;325738.00;325738.00
2021;ANCASH;2440577;2440577: MEJORAMIENTO Y AMPLIACION INTEGRAL DE LOS SERVICIOS DE SEGURIDAD CIUDADANA DEL DISTRITO DE HUANTAR - PROVINCIA DE HUARI - DEPARTAMENTO DE ANCASH;689279.00;872785.00;872784.00;515295.00;488483.00;487483.00;487483.00
2021;TACNA;2440645;2440645: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE ITE - PROVINCIA DE JORGE BASADRE - DEPARTAMENTO DE TACNA;635545.00;2017468.00;2017372.00;2016204.00;2016204.00;1895287.00;1895287.00
2021;CUSCO;2441132;2441132: MEJORAMIENTO DEL SERVICIO DE CAPACIDADES DE SEGURIDAD CIUDADANA Y RONDAS CAMPESINAS DEL DISTRITO DE PALLPATA - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO;200000.00;222872.00;222571.00;222571.00;203971.00;203971.00;203971.00
2021;ANCASH;2441823;2441823: MEJORAMIENTO DE LOS SERVICIOS DE SEGURIDAD CIUDADANA EN EL AMBITO DEL DISTRITO DE SAN PEDRO DE CHANA - PROVINCIA DE HUARI - DEPARTAMENTO DE ANCASH;0.00;3180.00;3180.00;3130.00;3130.00;3130.00;3130.00
2021;CUSCO;2442074;2442074: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE SAN SALVADOR - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO;100000.00;58243.00;58243.00;58243.00;58243.00;58243.00;58243.00
2021;JUNIN;2442720;2442720: MEJORAMIENTO DE LA SEGURIDAD CIUDADANA URBANA DEL DISTRITO DE SANTA ROSA DE SACCO - PROVINCIA DE YAULI - DEPARTAMENTO DE JUNIN;100000.00;271592.00;269299.00;269299.00;265074.00;265074.00;265074.00
2021;CUSCO;2443216;2443216: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE HUAYOPATA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;406000.00;665000.00;651670.00;651670.00;651670.00;651670.00;651670.00
2021;AYACUCHO;2443385;2443385: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA Y DE LA CAPACIDAD OPERATIVA INSTITUCIONAL DE LA MUNICIPALIDAD DEL DISTRITO DE CORCULLA - PROVINCIA DE PAUCAR DEL SARA SARA - DEPARTAMENTO DE AYACUCHO;0.00;174785.00;171500.00;154350.00;154350.00;154350.00;154350.00
2021;SAN MARTIN;2443496;2443496: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE TINGO DE PONASA - PROVINCIA DE PICOTA - DEPARTAMENTO DE SAN MARTIN;22528.00;0.00;0.00;0.00;0.00;0.00;0.00
2021;CUSCO;2444149;2444149: MEJORAMIENTO E IMPLEMENTACION DE LA CAPACIDAD OPERATIVA DE LA SEGURIDAD CIUDADANA EN EL TARAY DEL DISTRITO DE TARAY - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO;125000.00;162527.00;162201.00;162201.00;162201.00;161804.00;161804.00
2021;HUANCAVELICA;2444359;2444359: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE CHURCAMPA - PROVINCIA DE CHURCAMPA - DEPARTAMENTO DE HUANCAVELICA;0.00;2327486.00;2327485.00;2320091.00;2320091.00;2304970.00;2304970.00
2021;TACNA;2444485;2444485: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DEL DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA;812820.00;8635024.00;8453468.00;8447249.00;3360177.00;3360177.00;3360177.00
2021;TUMBES;2444840;2444840: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE CASITAS - PROVINCIA DE CONTRALMIRANTE VILLAR - DEPARTAMENTO DE TUMBES;8000.00;171500.00;171500.00;171495.00;171495.00;170925.00;170925.00
2021;CUSCO;2445227;2445227: MEJORAMIENTO DEL SERVICIO DE VIGILANCIA CIUDADANA RURAL Y URBANA EN EL DISTRITO DE CHAMACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO;0.00;361375.00;360688.00;359021.00;355521.00;355521.00;355521.00
2021;AYACUCHO;2445273;2445273: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SEGURIDAD CIUDADANA, DEL DISTRITO DE HUANTA - PROVINCIA DE HUANTA - DEPARTAMENTO DE AYACUCHO;0.00;7144866.00;7141202.00;7091432.00;7040322.00;3446478.00;3446478.00
2021;CUSCO;2445430;2445430: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA EN LAS CUENCAS DE CHAUPIMAYO, SACSARA, SALKANTAY Y VILCANOTA DEL DISTRITO DE SANTA TERESA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;668924.00;572903.00;568141.00;562887.00;559117.00;557074.00;556947.00
2021;CUSCO;2445551;2445551: AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LOS TRES CENTROS POBLADOS DEL DISTRITO DE OCOBAMBA - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO;400000.00;766602.00;684446.00;683934.00;683934.00;683934.00;683934.00
2021;CAJAMARCA;2445603;2445603: MEJORAMIENTO ADECUADO SERVICIOS DE SEGURIDAD CIUDADANA EN EL DISTRITO DE JAEN - PROVINCIA DE JAEN - DEPARTAMENTO DE CAJAMARCA;4728309.00;9826833.00;9692605.00;9692605.00;9692605.00;9670069.00;9670069.00
2021;TUMBES;2445738;2445738: MEJORAMIENTO SERVICIO DE LAS RONDAS URBANAS Y RURALES Y DEL SERVICIO DE SERENAZGO DISTRITO DE PAPAYAL - PROVINCIA DE ZARUMILLA - DEPARTAMENTO DE TUMBES;200000.00;250000.00;250000.00;246500.00;246500.00;246497.00;246497.00
2021;TACNA;2445766;2445766: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA VECINAL Y COMUNAL EN EL DISTRITO DE TARATA - PROVINCIA DE TARATA - DEPARTAMENTO DE TACNA;15000.00;146031.00;142015.00;141965.00;140894.00;139194.00;139194.00
2021;LIMA;2446351;2446351: MEJORAMIENTO DEL SERVICIO DE PATRULLAJE PARA LA SEGURIDAD CIUDADANA EN EL DISTRITO DE JESUS MARIA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;0.00;941736.00;917333.00;917333.00;917333.00;917333.00;917333.00
2021;CUSCO;2446556;2446556: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL AMBITO URBANO Y RURAL DEL DISTRITO DE PUCYURA - PROVINCIA DE ANTA - DEPARTAMENTO DE CUSCO;150000.00;131540.00;123273.00;123273.00;121531.00;121531.00;121531.00
2021;MOQUEGUA;2446676;2446676: CREACION Y EQUIPAMIENTO PARA EL SERVICIO DE SERENAZGO Y CAMARAS DE VIDEOVIGILANCIA EN LA LOCALIDAD DE ICHUÑA, DISTRITO DE ICHUÑA - PROVINCIA DE GENERAL SANCHEZ CERRO - DEPARTAMENTO DE MOQUEGUA;430000.00;389176.00;389175.00;384490.00;384490.00;384490.00;384490.00
2021;LIMA;2447171;2447171: MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE HUACHO - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA;0.00;355039.00;323865.00;0.00;0.00;0.00;0.00
